Fecha,estado_sensor_monitoreado
11/09/2022 21:55:56,False
11/09/2022 21:55:58,False
11/09/2022 21:56:00,False
11/09/2022 21:56:02,False
11/09/2022 21:56:04,False
11/09/2022 21:56:06,False
11/09/2022 21:56:08,False
11/09/2022 21:56:10,False
11/09/2022 21:56:12,False
11/09/2022 21:56:14,False
11/09/2022 21:56:16,False
11/09/2022 21:56:18,False
11/09/2022 21:56:20,False
11/09/2022 21:56:22,False
11/09/2022 21:56:24,False
11/09/2022 21:56:26,False
11/09/2022 21:56:28,False
11/09/2022 21:56:30,False
11/09/2022 21:56:32,False
11/09/2022 21:56:34,False
11/09/2022 21:56:37,False
11/09/2022 21:56:39,False
11/09/2022 21:56:41,False
11/09/2022 21:56:43,False
11/09/2022 21:56:45,False
11/09/2022 21:56:47,False
11/09/2022 21:56:49,False
11/09/2022 21:56:51,False
11/09/2022 21:56:53,False
11/09/2022 21:56:55,False
11/09/2022 21:56:57,False
11/09/2022 21:56:59,False
11/09/2022 21:57:01,False
11/09/2022 21:57:03,False
11/09/2022 21:57:05,False
11/09/2022 21:57:07,False
11/09/2022 21:57:09,False
11/09/2022 21:57:11,False
11/09/2022 21:57:13,False
11/09/2022 21:57:16,False
11/09/2022 21:57:18,False
11/09/2022 21:57:20,False
11/09/2022 21:57:22,False
11/09/2022 21:57:24,False
11/09/2022 21:57:26,False
11/09/2022 21:57:28,False
11/09/2022 21:57:30,False
11/09/2022 21:57:32,False
11/09/2022 21:57:34,False
11/09/2022 21:57:36,False
11/09/2022 21:57:38,False
11/09/2022 21:57:40,False
11/09/2022 21:57:42,False
11/09/2022 21:57:44,False
11/09/2022 21:57:46,False
11/09/2022 21:57:48,False
11/09/2022 21:57:50,False
11/09/2022 21:57:52,False
11/09/2022 21:57:54,False
11/09/2022 21:57:57,False
11/09/2022 21:57:59,False
11/09/2022 21:58:01,False
11/09/2022 21:58:03,False
11/09/2022 21:58:05,False
11/09/2022 21:58:07,False
11/09/2022 21:58:09,False
11/09/2022 21:58:11,False
11/09/2022 21:58:13,False
11/09/2022 21:58:15,False
11/09/2022 21:58:17,False
11/09/2022 21:58:19,False
11/09/2022 21:58:21,False
11/09/2022 21:58:23,False
11/09/2022 21:58:25,False
11/09/2022 21:58:27,False
11/09/2022 21:58:29,False
11/09/2022 21:58:31,False
11/09/2022 21:58:33,False
11/09/2022 21:58:35,False
11/09/2022 21:58:37,False
11/09/2022 21:58:39,False
11/09/2022 21:58:41,False
11/09/2022 21:58:44,False
11/09/2022 21:58:46,False
11/09/2022 21:58:48,False
11/09/2022 21:58:50,False
11/09/2022 21:58:52,False
11/09/2022 21:58:54,False
11/09/2022 21:58:56,False
11/09/2022 21:58:58,False
11/09/2022 21:59:00,False
11/09/2022 21:59:02,False
11/09/2022 21:59:04,False
11/09/2022 21:59:06,False
11/09/2022 21:59:08,False
11/09/2022 21:59:10,False
11/09/2022 21:59:12,False
11/09/2022 21:59:14,False
11/09/2022 21:59:16,False
11/09/2022 21:59:18,False
11/09/2022 21:59:20,False
11/09/2022 21:59:22,False
11/09/2022 21:59:24,False
11/09/2022 21:59:27,False
11/09/2022 21:59:29,False
11/09/2022 21:59:31,False
11/09/2022 21:59:33,False
11/09/2022 21:59:35,False
11/09/2022 21:59:37,False
11/09/2022 21:59:39,False
11/09/2022 21:59:41,False
11/09/2022 21:59:43,False
11/09/2022 21:59:45,False
11/09/2022 21:59:47,False
11/09/2022 21:59:49,False
11/09/2022 21:59:51,False
11/09/2022 21:59:53,False
11/09/2022 21:59:55,False
11/09/2022 21:59:57,False
11/09/2022 21:59:59,False
11/09/2022 22:00:01,False
11/09/2022 22:00:03,False
11/09/2022 22:00:05,False
11/09/2022 22:00:08,False
11/09/2022 22:00:10,False
11/09/2022 22:00:12,False
11/09/2022 22:00:14,False
11/09/2022 22:00:16,False
11/09/2022 22:00:18,False
11/09/2022 22:00:20,False
11/09/2022 22:00:22,False
11/09/2022 22:00:24,False
11/09/2022 22:00:26,False
11/09/2022 22:00:28,False
11/09/2022 22:00:30,False
11/09/2022 22:00:32,False
11/09/2022 22:00:34,False
11/09/2022 22:00:36,False
11/09/2022 22:00:38,False
11/09/2022 22:00:40,False
11/09/2022 22:00:42,False
11/09/2022 22:00:44,False
11/09/2022 22:00:46,False
11/09/2022 22:00:48,False
11/09/2022 22:00:50,False
11/09/2022 22:00:52,False
11/09/2022 22:00:55,False
11/09/2022 22:00:57,False
11/09/2022 22:00:59,False
11/09/2022 22:01:01,False
11/09/2022 22:01:03,False
11/09/2022 22:01:05,False
11/09/2022 22:01:07,False
11/09/2022 22:01:09,False
11/09/2022 22:01:11,False
11/09/2022 22:01:13,False
11/09/2022 22:01:15,False
11/09/2022 22:01:17,False
11/09/2022 22:01:19,False
11/09/2022 22:01:21,False
11/09/2022 22:01:23,False
11/09/2022 22:01:25,False
11/09/2022 22:01:27,False
11/09/2022 22:01:29,False
11/09/2022 22:01:31,False
11/09/2022 22:01:33,False
11/09/2022 22:01:35,False
11/09/2022 22:01:37,False
11/09/2022 22:01:39,False
11/09/2022 22:01:42,False
11/09/2022 22:01:44,False
11/09/2022 22:01:46,False
11/09/2022 22:01:48,False
11/09/2022 22:01:50,False
11/09/2022 22:01:52,False
11/09/2022 22:01:54,False
11/09/2022 22:01:56,False
11/09/2022 22:01:58,False
11/09/2022 22:02:00,False
11/09/2022 22:02:02,False
11/09/2022 22:02:04,False
11/09/2022 22:02:06,False
11/09/2022 22:02:08,False
11/09/2022 22:02:10,False
11/09/2022 22:02:12,False
11/09/2022 22:02:14,False
11/09/2022 22:02:16,False
11/09/2022 22:02:18,False
11/09/2022 22:02:20,False
11/09/2022 22:02:23,False
11/09/2022 22:02:25,False
11/09/2022 22:02:27,False
11/09/2022 22:02:29,False
11/09/2022 22:02:31,False
11/09/2022 22:02:33,False
11/09/2022 22:02:35,False
11/09/2022 22:02:37,False
11/09/2022 22:02:39,False
11/09/2022 22:02:41,False
11/09/2022 22:02:43,False
11/09/2022 22:02:45,False
11/09/2022 22:02:47,False
11/09/2022 22:02:49,False
11/09/2022 22:02:51,False
11/09/2022 22:02:53,False
11/09/2022 22:02:55,False
11/09/2022 22:02:57,False
11/09/2022 22:02:59,False
11/09/2022 22:03:01,False
11/09/2022 22:03:03,False
11/09/2022 22:03:05,False
11/09/2022 22:03:08,False
11/09/2022 22:03:10,False
11/09/2022 22:03:12,False
11/09/2022 22:03:14,False
11/09/2022 22:03:16,False
11/09/2022 22:03:18,False
11/09/2022 22:03:20,False
11/09/2022 22:03:22,False
11/09/2022 22:03:24,False
11/09/2022 22:03:26,False
11/09/2022 22:03:28,False
11/09/2022 22:03:30,False
11/09/2022 22:03:32,False
11/09/2022 22:03:34,False
11/09/2022 22:03:36,False
11/09/2022 22:03:38,False
11/09/2022 22:03:40,False
11/09/2022 22:03:42,False
11/09/2022 22:03:44,False
11/09/2022 22:03:46,False
11/09/2022 22:03:48,False
11/09/2022 22:03:50,False
11/09/2022 22:03:53,False
11/09/2022 22:03:55,False
11/09/2022 22:03:57,False
11/09/2022 22:03:59,False
11/09/2022 22:04:01,False
11/09/2022 22:04:03,False
11/09/2022 22:04:05,False
11/09/2022 22:04:07,False
11/09/2022 22:04:09,False
11/09/2022 22:04:11,False
11/09/2022 22:04:13,False
11/09/2022 22:04:15,False
11/09/2022 22:04:17,False
11/09/2022 22:04:19,False
11/09/2022 22:04:21,False
11/09/2022 22:04:23,False
11/09/2022 22:04:25,False
11/09/2022 22:04:27,False
11/09/2022 22:04:29,False
11/09/2022 22:04:31,False
11/09/2022 22:04:34,False
11/09/2022 22:04:36,False
11/09/2022 22:04:38,False
